"","acceptedScientificName","lat","lon"
"936","Senegalia greggii Britton & Rose",32.880223,-114.723378
"937","Senegalia wrightii (Benth.) Britton & Rose",26.206298,-98.266358
"938","Senegalia greggii Britton & Rose",32.330333,-110.94791
"939","Senegalia gilliesii (Steud.) Seigler & Ebinger",-31.383388,-65.450471
"940","Senegalia greggii Britton & Rose",32.350399,-112.907928
"941","Senegalia greggii Britton & Rose",33.74763,-116.491013
"942","Senegalia sakalava (Drake) Boatwr.",-16.334917,46.788888
"943","Senegalia greggii Britton & Rose",33.576704,-111.532323
"944","Senegalia greggii Britton & Rose",33.571082,-112.510398
"945","Senegalia pervillei (Benth.) Boatwr.",-16.310653,46.821445
"946","Senegalia kraussiana (Meisn. ex Benth.) Kyal. & Boatwr.",-28.9535,31.7684
"947","Senegalia roemeriana Britton & Rose",29.491195,-98.480387
"948","Senegalia greggii Britton & Rose",32.908195,-116.244453
"949","Senegalia greggii Britton & Rose",33.733647,-116.481395
"950","Senegalia greggii Britton & Rose",33.691722,-116.349633
"951","Senegalia greggii Britton & Rose",28.715903,-106.081897
"952","Senegalia greggii Britton & Rose",33.440424,-111.939759
"953","Senegalia roemeriana Britton & Rose",26.710876,-98.455022
"954","Senegalia berlandieri Britton & Rose",26.17636,-98.36554
"955","Senegalia berlandieri Britton & Rose",26.356947,-98.736125
"956","Senegalia berlandieri Britton & Rose",26.347018,-98.73615
"957","Senegalia greggii Britton & Rose",33.014069,-116.44683
"958","Senegalia roemeriana Britton & Rose",29.460067,-98.476079
"959","Senegalia greggii Britton & Rose",33.272412,-116.422172
"960","Senegalia crassifolia Britton & Rose",20.687275,-99.804402
"961","Senegalia greggii Britton & Rose",33.257928,-116.405671
"962","Senegalia greggii Britton & Rose",33.335945,-116.069323
"963","Senegalia greggii Britton & Rose",25.875433,-100.0401
"964","Senegalia greggii Britton & Rose",25.67799,-100.403549
"965","Senegalia berlandieri Britton & Rose",25.625748,-100.46077
"966","Senegalia bonariensis (Gillies) Seigler & Ebinger",-34.596895,-58.360471
"967","Senegalia roemeriana Britton & Rose",29.502937,-98.553406
"968","Senegalia greggii Britton & Rose",33.70205,-116.455305
"969","Senegalia greggii Britton & Rose",31.87012,-116.134736
"970","Senegalia greggii Britton & Rose",25.622438,-100.048264
"971","Senegalia berlandieri Britton & Rose",25.666945,-100.369164
"972","Senegalia greggii Britton & Rose",32.27753,-111.197517
"973","Senegalia wrightii (Benth.) Britton & Rose",26.710923,-98.455395
"974","Senegalia caffra (Thunb.) P.J.H.Hurter & Mabb.",-26.460046,27.474611
"975","Senegalia burkei (Benth.) Kyal. & Boatwr.",-24.573667,31.195897
"976","Senegalia nigrescens (Oliv.) P.J.H.Hurter",-22.40013,30.629805
"977","Senegalia caffra (Thunb.) P.J.H.Hurter & Mabb.",-25.666214,28.214564
"979","Senegalia greggii Britton & Rose",32.7975,-116.1325
"980","Senegalia modesta (Wall.) P.J.H.Hurter",33.1099,70.8737
"981","Senegalia greggii Britton & Rose",33.679723,-116.472015
"982","Senegalia greggii Britton & Rose",33.822435,-116.323614
"983","Senegalia greggii Britton & Rose",34.05611,-116.570831
"984","Senegalia greggii Britton & Rose",34.03046,-116.14675
"985","Senegalia greggii Britton & Rose",34.051043,-116.205737
"986","Senegalia merrillii (I.C.Nielsen) Maslin, Seigler & Ebinger",16.466627,73.388553
"987","Senegalia occidentalis Britton & Rose",28.536703,-109.446556
"988","Senegalia Raf.",-8.347222,-38.634722
"989","Senegalia tenuifolia (L.) Britton & Rose",-8.105278,-38.640278
"990","Senegalia Raf.",-8.484722,-37.617778
"991","Senegalia bahiensis (Benth.) Seigler & Ebinger",-8.148889,-37.631389
"992","Senegalia Raf.",-8.105278,-38.023611
"993","Senegalia polyphylla Britton & Rose ex Britton & Killip",-14.806944,-42.7975
"994","Senegalia roemeriana Britton & Rose",29.480687,-104.041206
"995","Senegalia berlandieri Britton & Rose",26.588833,-99.151904
"996","Senegalia greggii Britton & Rose",29.491393,-104.015668
"997","Senegalia greggii Britton & Rose",29.20209,-102.91473
"998","Senegalia bahiensis (Benth.) Seigler & Ebinger",-12.731389,-39.175
"999","Senegalia berlandieri Britton & Rose",26.478918,-98.798841
"1000","Senegalia berlandieri Britton & Rose",26.46912,-98.798913
"1001","Senegalia Raf.",-9.370278,-69.926944
"1002","Senegalia berlandieri Britton & Rose",29.979464,-102.201359
"1003","Senegalia polhillii (Villiers & Du Puy) Boatwr.",-16.32,46.82
"1004","Senegalia greggii Britton & Rose",33.362759,-112.031907
"1005","Senegalia greggii Britton & Rose",32.865059,-116.229844
"1006","Senegalia polyphylla Britton & Rose ex Britton & Killip",-23.428639,-51.92825
"1007","Senegalia Raf.",-8.484444,-37.567778
"1008","Senegalia greggii Britton & Rose",29.482006,-103.973511
"1009","Senegalia bonariensis (Gillies) Seigler & Ebinger",-32.493166,-58.296847
"1010","Senegalia greggii Britton & Rose",32.282479,-110.73106
"1011","Senegalia greggii Britton & Rose",33.63016,-111.840381
"1012","Senegalia greggii Britton & Rose",33.068503,-116.102032
"1013","Senegalia greggii Britton & Rose",32.192686,-110.999085
"1014","Senegalia greggii Britton & Rose",32.911946,-116.258406
"1015","Senegalia greggii Britton & Rose",32.2035,-110.725022
"1016","Senegalia greggii Britton & Rose",33.046117,-116.438123
"1017","Senegalia caffra (Thunb.) P.J.H.Hurter & Mabb.",-25.742175,28.286725
"1018","Senegalia greggii Britton & Rose",33.571082,-112.515911
"1019","Senegalia greggii Britton & Rose",33.131028,-116.30008
"1020","Senegalia greggii Britton & Rose",33.154983,-116.482725
"1021","Senegalia greggii Britton & Rose",32.326283,-111.074219
"1022","Senegalia greggii Britton & Rose",32.918455,-116.236373
"1023","Senegalia greggii Britton & Rose",32.918818,-116.236374
"1024","Senegalia greggii Britton & Rose",33.319443,-112.627783
"1025","Senegalia greggii Britton & Rose",33.806571,-116.557697
"1026","Senegalia greggii Britton & Rose",36.437953,-114.512505
"1027","Senegalia greggii Britton & Rose",33.512523,-111.883675
"1028","Senegalia greggii Britton & Rose",32.222603,-108.98755
"1029","Senegalia greggii Britton & Rose",32.220528,-108.988433
"1030","Senegalia greggii Britton & Rose",33.742463,-111.923874
"1031","Senegalia greggii Britton & Rose",36.712669,-114.711655
"1032","Senegalia greggii Britton & Rose",32.924186,-110.739236
"1033","Senegalia wrightii (Benth.) Britton & Rose",26.175017,-98.385078
"1034","Senegalia greggii Britton & Rose",33.516908,-116.236975
"1035","Senegalia greggii Britton & Rose",31.269722,-98.622358
"1036","Senegalia greggii Britton & Rose",31.272332,-98.623787
"1037","Senegalia greggii Britton & Rose",31.831564,-110.384632
"1038","Senegalia greggii Britton & Rose",31.831564,-110.384804
"1039","Senegalia greggii Britton & Rose",31.29662,-98.58332
"1040","Senegalia greggii Britton & Rose",33.041629,-116.450452
"1041","Senegalia greggii Britton & Rose",33.898893,-111.754117
"1042","Senegalia greggii Britton & Rose",32.219033,-110.727824
"1043","Senegalia berlandieri Britton & Rose",29.700516,-101.311157
"1044","Senegalia greggii Britton & Rose",33.913628,-111.733045
"1045","Senegalia greggii Britton & Rose",33.095844,-116.471512
"1046","Senegalia montis-usti (Merxm. & A.Schreib.) Kyal. & Boatwr.",-21.366441,14.509833
"1047","Senegalia greggii Britton & Rose",33.691412,-116.428178
"1048","Senegalia greggii Britton & Rose",32.10302,-110.365479
"1049","Senegalia greggii Britton & Rose",31.962658,-102.120973
"1050","Senegalia parviceps (Speg.) Seigler & Ebinger",-24.089278,-52.398944
"1051","Senegalia greggii Britton & Rose",32.676757,-116.097242
"1052","Senegalia greggii Britton & Rose",32.362529,-115.394215
"1053","Senegalia greggii Britton & Rose",36.487439,-114.532914
"1054","Senegalia greggii Britton & Rose",33.143408,-112.599259
"1055","Senegalia greggii Britton & Rose",31.273399,-98.608642
"1056","Senegalia greggii Britton & Rose",33.015318,-116.449667
"1057","Senegalia greggii Britton & Rose",33.667763,-116.397747
"1058","Senegalia nigrescens (Oliv.) P.J.H.Hurter",-22.79515,27.467675
"1060","Senegalia caffra (Thunb.) P.J.H.Hurter & Mabb.",-26.360375,27.635363
"1061","Senegalia caffra (Thunb.) P.J.H.Hurter & Mabb.",-24.542525,28.290172
"1062","Senegalia sakalava (Drake) Boatwr.",-12.572533,49.407824
"1063","Senegalia greggii Britton & Rose",32.21822,-108.990403
"1064","Senegalia greggii Britton & Rose",33.687851,-115.9617
"1065","Senegalia pentagona (Schumach.) Kyal. & Boatwr.",0.34176,38.03408
"1066","Senegalia pentagona (Schumach.) Kyal. & Boatwr.",0.31434,38.01759
"1068","Senegalia brevispica (Harms) Seigler & Ebinger",-0.2752,37.92852
"1069","Senegalia senegal Britton",-0.31141,37.98113
"1070","Senegalia senegal Britton",-0.29266,37.95926
"1072","Senegalia brevispica (Harms) Seigler & Ebinger",-0.5556,37.73082
"1073","Senegalia piauhiensis (Benth.) Seigler & Ebinger",-13.716667,-40.6
"1074","Senegalia greggii Britton & Rose",33.681846,-115.963099
"1075","Senegalia erubescens (Welw. ex Oliv.) Kyal. & Boatwr.",-22.796082,27.467637
"1076","Senegalia Raf.",-19.231389,-40.875
"1077","Senegalia greggii Britton & Rose",33.52115,-116.188628
"1078","Senegalia greggii Britton & Rose",33.596031,-115.967961
"1079","Senegalia Raf.",-8.608889,-37.620556
"1080","Senegalia bahiensis (Benth.) Seigler & Ebinger",-8.389722,-37.618333
"1082","Senegalia bahiensis (Benth.) Seigler & Ebinger",-8.606944,-37.621667
"1083","Senegalia Raf.",-8.606667,-37.625
"1084","Senegalia piauhiensis (Benth.) Seigler & Ebinger",-8.401111,-37.6175
"1085","Senegalia Raf.",-8.804722,-38.647222
"1086","Senegalia bahiensis (Benth.) Seigler & Ebinger",-8.405833,-37.619444
"1087","Senegalia bahiensis (Benth.) Seigler & Ebinger",-8.581944,-37.620278
"1088","Senegalia tenuifolia (L.) Britton & Rose",-8.606389,-37.888333
"1089","Senegalia Raf.",-8.606944,-37.888055
"1090","Senegalia greggii Britton & Rose",33.574148,-111.549623
"1091","Senegalia greggii Britton & Rose",34.129479,-116.048484
"1092","Senegalia Raf.",-8.606667,-37.891667
"1093","Senegalia Raf.",-8.804444,-38.047222
"1094","Senegalia piauhiensis (Benth.) Seigler & Ebinger",-8.401111,-37.200833
"1095","Senegalia greggii Britton & Rose",32.226667,-108.987838
"1096","Senegalia polyphylla Britton & Rose ex Britton & Killip",-9.114139,-44.264118
"1097","Senegalia tenuifolia (L.) Britton & Rose",-8.608889,-37.886944
"1098","Senegalia bahiensis (Benth.) Seigler & Ebinger",-8.389722,-37.635
"1099","Senegalia Raf.",-8.581667,-37.436944
"1100","Senegalia bahiensis (Benth.) Seigler & Ebinger",-8.389722,-37.636389
"1102","Senegalia greggii Britton & Rose",32.018795,-112.847931
"1103","Senegalia greggii Britton & Rose",32.019839,-112.845344
"1104","Senegalia bahiensis (Benth.) Seigler & Ebinger",-8.405556,-37.2025
"1105","Senegalia kraussiana (Meisn. ex Benth.) Kyal. & Boatwr.",-26.092061,32.953
"1106","Senegalia greggii Britton & Rose",33.588468,-111.546392
"1107","Senegalia greggii Britton & Rose",36.067227,-111.88944
"1108","Senegalia greggii Britton & Rose",33.915815,-111.733448
"1109","Senegalia kraussiana (Meisn. ex Benth.) Kyal. & Boatwr.",-28.691669,31.995951
"1110","Senegalia greggii Britton & Rose",32.312625,-110.742029
"1111","Senegalia caffra (Thunb.) P.J.H.Hurter & Mabb.",-24.14094,29.19869
"1112","Senegalia burkei (Benth.) Kyal. & Boatwr.",-28.693651,31.991604
"1113","Senegalia greggii Britton & Rose",32.54361,-114.82222
"1114","Senegalia greggii Britton & Rose",36.426998,-114.500123
"1115","Senegalia greggii Britton & Rose",34.511208,-111.841133
"1116","Senegalia erubescens (Welw. ex Oliv.) Kyal. & Boatwr.",-24.930712,27.887308
"1117","Senegalia wrightii (Benth.) Britton & Rose",26.185488,-97.664567
"1118","Senegalia greggii Britton & Rose",34.327397,-111.943833
"1119","Senegalia greggii Britton & Rose",31.768041,-101.385836
"1120","Senegalia greggii Britton & Rose",36.071495,-112.131186
"1122","Senegalia greggii Britton & Rose",33.911767,-111.73185
"1123","Senegalia greggii Britton & Rose",32.154515,-97.815715
"1124","Senegalia greggii Britton & Rose",35.249407,-114.15308
"1125","Senegalia greggii Britton & Rose",35.249604,-114.153171
"1126","Senegalia greggii Britton & Rose",36.071562,-112.131273
"1127","Senegalia greggii Britton & Rose",33.067532,-116.548991
"1128","Senegalia erubescens (Welw. ex Oliv.) Kyal. & Boatwr.",-22.316655,30.062297
"1129","Senegalia berlandieri Britton & Rose",28.973988,-98.106671
"1131","Senegalia greggii Britton & Rose",35.331762,-114.211242
"1132","Senegalia greggii Britton & Rose",35.161289,-114.070283
"1133","Senegalia greggii Britton & Rose",35.161353,-114.069908
"1134","Senegalia roemeriana Britton & Rose",29.624252,-98.583642
"1135","Senegalia roemeriana Britton & Rose",29.596462,-98.573303
"1136","Senegalia greggii Britton & Rose",32.908,-116.249598
"1137","Senegalia greggii Britton & Rose",32.90889,-116.249928
"1138","Senegalia greggii Britton & Rose",32.908556,-116.249727
"1139","Senegalia greggii Britton & Rose",32.907946,-116.249187
"1140","Senegalia greggii Britton & Rose",32.909143,-116.250114
"1141","Senegalia greggii Britton & Rose",32.911042,-116.249588
"1142","Senegalia greggii Britton & Rose",32.908808,-116.249708
"1143","Senegalia greggii Britton & Rose",32.916742,-116.23266
"1144","Senegalia greggii Britton & Rose",32.917636,-116.230411
"1145","Senegalia greggii Britton & Rose",32.916788,-116.232413
"1146","Senegalia greggii Britton & Rose",32.916129,-116.230854
"1147","Senegalia greggii Britton & Rose",36.077026,-115.000362
"1148","Senegalia greggii Britton & Rose",32.915035,-116.221447
"1149","Senegalia greggii Britton & Rose",33.519616,-111.972171
"1150","Senegalia greggii Britton & Rose",32.912576,-116.215067
"1151","Senegalia greggii Britton & Rose",32.911118,-116.212726
"1152","Senegalia gaumeri Britton & Rose",20.62678,-89.650795
"1153","Senegalia greggii Britton & Rose",34.537079,-113.451411
"1154","Senegalia greggii Britton & Rose",35.084258,-106.661915
"1155","Senegalia greggii Britton & Rose",35.331772,-114.211037
"1156","Senegalia greggii Britton & Rose",35.331945,-114.211342
"1157","Senegalia greggii Britton & Rose",35.33197,-114.210975
"1158","Senegalia greggii Britton & Rose",33.937757,-111.711085
"1159","Senegalia greggii Britton & Rose",35.923012,-115.130975
"1160","Senegalia caesia (L.) Maslin, Seigler & Ebinger",24.638983,121.7352
"1161","Senegalia senegal var. rostrata (Brenan) Kyal. & Boatwr.",-22.423612,30.552617
"1162","Senegalia galpinii (Burtt Davy) Seigler & Ebinger",-22.25115,28.81982
"1163","Senegalia greggii Britton & Rose",33.798143,-116.412995
"1164","Senegalia greggii Britton & Rose",33.728937,-116.56605
"1165","Senegalia greggii Britton & Rose",33.670413,-116.552778
"1166","Senegalia greggii Britton & Rose",33.684969,-116.571257
"1167","Senegalia greggii Britton & Rose",33.632253,-116.415731
"1168","Senegalia greggii Britton & Rose",33.628661,-116.417361
"1169","Senegalia greggii Britton & Rose",33.622189,-116.420639
"1170","Senegalia greggii Britton & Rose",33.634419,-116.414717
"1171","Senegalia nigrescens (Oliv.) P.J.H.Hurter",-20.193362,26.18633
"1172","Senegalia nigrescens (Oliv.) P.J.H.Hurter",-18.20529,24.392642
"1173","Senegalia tenuifolia (L.) Britton & Rose",-8.895278,-54.594167
"1174","Senegalia alemquerensis (Huber) Seigler & Ebinger",-9.061667,-54.576111
"1175","Senegalia loretensis (J.F.Macbr.) Seigler & Ebinger",-9.078611,-54.539167
"1176","Senegalia loretensis (J.F.Macbr.) Seigler & Ebinger",-8.983611,-54.603333
"1177","Senegalia nigrescens (Oliv.) P.J.H.Hurter",-27.765296,32.038811
"1178","Senegalia greggii Britton & Rose",33.638067,-116.420242
"1179","Senegalia nigrescens (Oliv.) P.J.H.Hurter",-27.6285,32.2601
"1180","Senegalia greggii Britton & Rose",33.781667,-111.796389
"1181","Senegalia brevispica (Harms) Seigler & Ebinger",-2.2825,30.26004
"1182","Senegalia greggii Britton & Rose",32.34744,-108.749887
"1183","Senegalia berlandieri Britton & Rose",21.135441,-100.133713
"1188","Senegalia Raf.",-14.217778,-47.916667
"1189","Senegalia greggii Britton & Rose",34.193212,-116.282129
"1190","Senegalia Raf.",-2.919444,-55.028889
"1191","Senegalia Raf.",-2.896667,-55.063333
"1192","Senegalia greggii Britton & Rose",25.729166,-100.307777
"1194","Senegalia greggii Britton & Rose",35.93625,-115.208183
"1195","Senegalia greggii Britton & Rose",36.366945,-111.890833
"1200","Senegalia Raf.",-15.155278,-48.804167
"1201","Senegalia greggii Britton & Rose",31.865978,-110.570147
"1202","Senegalia greggii Britton & Rose",36.081181,-115.003263
"1206","Senegalia Raf.",-9.078611,-54.539166
"1207","Senegalia burkei (Benth.) Kyal. & Boatwr.",-27.62885,32.236538
"1208","Senegalia pervillei (Benth.) Boatwr.",-23.199315,43.93872
"1209","Senegalia greggii Britton & Rose",34.006336,-116.059775
"1210","Senegalia greggii Britton & Rose",32.907955,-116.249109
"1211","Senegalia greggii Britton & Rose",36.101034,-115.022649
"1212","Senegalia greggii Britton & Rose",34.106838,-116.48571
"1213","Senegalia greggii Britton & Rose",33.885858,-111.816103
"1214","Senegalia greggii Britton & Rose",32.983055,-99.468613
"1215","Senegalia greggii Britton & Rose",34.186511,-112.134765
"1216","Senegalia greggii Britton & Rose",32.982606,-99.470427
"1217","Senegalia bonariensis (Gillies) Seigler & Ebinger",-27.77389,-51.596111
"1218","Senegalia sakalava (Drake) Boatwr.",-15.095953,47.793563
"1219","Senegalia kraussiana (Meisn. ex Benth.) Kyal. & Boatwr.",-28.689842,32.002658
"1220","Senegalia caffra (Thunb.) P.J.H.Hurter & Mabb.",-26.116675,27.987849
"1221","Senegalia greggii Britton & Rose",32.001678,-110.905956
"1222","Senegalia burkei (Benth.) Kyal. & Boatwr.",-27.956722,32.363237
"1223","Senegalia greggii Britton & Rose",36.110706,-115.342016
"1224","Senegalia greggii Britton & Rose",33.590679,-111.59886
"1225","Senegalia galpinii (Burtt Davy) Seigler & Ebinger",-24.725955,30.194232
"1226","Senegalia greggii Britton & Rose",31.823076,-111.353757
"1227","Senegalia greggii Britton & Rose",31.8154,-111.2864
"1228","Senegalia Raf.",-21.34,-41.231389
"1229","Senegalia burkei (Benth.) Kyal. & Boatwr.",-26.087214,27.844508
"1230","Senegalia nigrescens (Oliv.) P.J.H.Hurter",-27.668233,32.30419
"1231","Senegalia greggii Britton & Rose",34.475605,-115.163816
"1232","Senegalia greggii Britton & Rose",31.836811,-110.496677
"1233","Senegalia greggii Britton & Rose",36.522682,-114.135292
"1234","Senegalia greggii Britton & Rose",34.064445,-116.558609
"1235","Senegalia roemeriana Britton & Rose",29.563152,-98.579895
"1236","Senegalia greggii Britton & Rose",32.171084,-110.595757
"1237","Senegalia burkei (Benth.) Kyal. & Boatwr.",-25.52562,26.150945
"1238","Senegalia caffra (Thunb.) P.J.H.Hurter & Mabb.",-25.526233,26.151036
"1239","Senegalia roemeriana Britton & Rose",29.62496,-98.576317
"1240","Senegalia greggii Britton & Rose",33.993965,-116.060814
"1241","Senegalia goetzei (Harms) Kyal. & Boatwr.",-0.71492,37.18283
"1242","Senegalia bahiensis (Benth.) Seigler & Ebinger",-12.231944,-39.075
"1243","Senegalia greggii Britton & Rose",33.924325,-116.849853
"1244","Senegalia crassifolia Britton & Rose",18.761719,-100.457575
"1245","Senegalia greggii Britton & Rose",32.279022,-111.022648
"1246","Senegalia Raf.",5.59297,-72.33466
"1247","Senegalia modesta (Wall.) P.J.H.Hurter",34.35,73.47
"1248","Senegalia greggii Britton & Rose",32.023956,-110.915512
"1249","Senegalia greggii Britton & Rose",29.928772,-98.342622
"1250","Senegalia greggii Britton & Rose",32.211779,-110.723852
"1251","Senegalia greggii Britton & Rose",32.186173,-110.731599
"1252","Senegalia roemeriana Britton & Rose",30.058851,-99.486722
"1253","Senegalia wrightii (Benth.) Britton & Rose",25.655193,-100.332908
"1254","Senegalia berlandieri Britton & Rose",29.481344,-101.006017
"1255","Senegalia greggii Britton & Rose",34.106519,-116.485597
"1256","Senegalia greggii Britton & Rose",34.129744,-116.44061
"1257","Senegalia greggii Britton & Rose",34.136993,-116.471756
"1258","Senegalia nigrescens (Oliv.) P.J.H.Hurter",-15.832117,34.712687
"1259","Senegalia greggii Britton & Rose",34.013063,-116.170334
"1260","Senegalia greggii Britton & Rose",31.578821,-111.413783
"1261","Senegalia greggii Britton & Rose",35.046081,-115.393578
"1262","Senegalia greggii Britton & Rose",33.441808,-111.934955
"1263","Senegalia greggii Britton & Rose",33.906595,-111.83579
"1264","Senegalia greggii Britton & Rose",31.962956,-102.120663
"1265","Senegalia greggii Britton & Rose",33.997675,-116.059469
"1266","Senegalia greggii Britton & Rose",36.437675,-114.512737
"1267","Senegalia greggii Britton & Rose",33.873415,-115.900992
"1268","Senegalia greggii Britton & Rose",33.761451,-111.84054
"1269","Senegalia greggii Britton & Rose",32.614664,-116.184857
"1270","Senegalia greggii Britton & Rose",33.727191,-111.860897
"1271","Senegalia greggii Britton & Rose",33.913357,-111.732787
"1272","Senegalia gourmaensis (A.Chev.) Kyal. & Boatwr.",10.692299,1.243774
"1273","Senegalia mellifera subsp. detinens (Burch.) Kyal. & Boatwr.",-20.100961,16.206688
"1275","Senegalia greggii Britton & Rose",32.20394,-110.709845
"1276","Senegalia greggii Britton & Rose",31.560113,-102.07847
"1277","Senegalia caffra (Thunb.) P.J.H.Hurter & Mabb.",-25.728103,27.496417
"1278","Senegalia berlandieri Britton & Rose",29.364495,-99.745185
"1279","Senegalia greggii Britton & Rose",34.611973,-111.87063
"1280","Senegalia greggii Britton & Rose",32.205767,-110.711
"1281","Senegalia greggii Britton & Rose",31.88515,-116.105789
"1283","Senegalia roemeriana Britton & Rose",31.305169,-102.165847
"1284","Senegalia greggii Britton & Rose",34.040304,-116.526244
"1285","Senegalia mellifera (Vahl) Seigler & Ebinger",-28.5936,20.339987
"1286","Senegalia greggii Britton & Rose",32.90799,-116.249081
"1287","Senegalia bonariensis (Gillies) Seigler & Ebinger",-34.612614,-58.351241
"1288","Senegalia erubescens (Welw. ex Oliv.) Kyal. & Boatwr.",-20.942752,23.627872
"1290","Senegalia greggii Britton & Rose",36.146432,-115.430654
"1291","Senegalia nigrescens (Oliv.) P.J.H.Hurter",-24.992675,31.5922
"1292","Senegalia Raf.",-8.208333,-37.227222
"1293","Senegalia piauhiensis (Benth.) Seigler & Ebinger",-8.402778,-37.200556
"1294","Senegalia nigrescens (Oliv.) P.J.H.Hurter",-24.99284,31.591599
"1295","Senegalia nigrescens (Oliv.) P.J.H.Hurter",-23.980689,31.776686
"1296","Senegalia caffra (Thunb.) P.J.H.Hurter & Mabb.",-25.793372,28.24293
"1297","Senegalia roemeriana Britton & Rose",29.52133,-98.43245
"1298","Senegalia berlandieri Britton & Rose",27.573904,-99.435415
"1299","Senegalia greggii Britton & Rose",25.75158,-100.407772
"1300","Senegalia berlandieri Britton & Rose",27.576032,-99.432564
"1301","Senegalia berlandieri Britton & Rose",27.57592,-99.432581
"1302","Senegalia roemeriana Britton & Rose",29.625012,-98.586853
"1303","Senegalia caffra (Thunb.) P.J.H.Hurter & Mabb.",-25.695108,28.230481
"1304","Senegalia greggii Britton & Rose",27.573547,-99.429637
"1305","Senegalia erubescens (Welw. ex Oliv.) Kyal. & Boatwr.",-24.236542,30.752638
"1306","Senegalia burkei (Benth.) Kyal. & Boatwr.",-24.674392,25.858654
"1307","Senegalia caffra (Thunb.) P.J.H.Hurter & Mabb.",-25.83118,28.487117
"1308","Senegalia greggii Britton & Rose",33.963342,-111.87254
"1309","Senegalia roemeriana Britton & Rose",29.59246,-98.540855
"1310","Senegalia berlandieri Britton & Rose",27.619491,-99.539796
"1311","Senegalia berlandieri Britton & Rose",26.174648,-98.230137
"1312","Senegalia greggii Britton & Rose",33.971892,-116.443939
"1313","Senegalia greggii Britton & Rose",33.964248,-111.833223
"1314","Senegalia greggii Britton & Rose",33.666797,-116.400375
"1315","Senegalia wrightii (Benth.) Britton & Rose",26.174483,-98.230091
"1316","Senegalia greggii Britton & Rose",33.978907,-111.887477
"1317","Senegalia greggii Britton & Rose",31.990228,-110.566283
"1318","Senegalia greggii Britton & Rose",33.88612,-112.662338
"1319","Senegalia berlandieri Britton & Rose",29.723325,-99.529305
"1320","Senegalia berlandieri Britton & Rose",29.274953,-99.178
"1321","Senegalia berlandieri Britton & Rose",17.044897,-96.766647
"1322","Senegalia mellifera subsp. detinens (Burch.) Kyal. & Boatwr.",-28.639945,22.256815
"1327","Senegalia greggii Britton & Rose",34.794892,-116.071658
"1328","Senegalia montis-usti (Merxm. & A.Schreib.) Kyal. & Boatwr.",-20.410224,14.241251
"1329","Senegalia greggii Britton & Rose",33.575625,-111.986075
"1330","Senegalia montis-usti (Merxm. & A.Schreib.) Kyal. & Boatwr.",-21.388743,14.529352
"1331","Senegalia mellifera subsp. detinens (Burch.) Kyal. & Boatwr.",-21.327248,14.802292
"1332","Senegalia mellifera subsp. detinens (Burch.) Kyal. & Boatwr.",-24.873164,16.178122
"1333","Senegalia mellifera subsp. detinens (Burch.) Kyal. & Boatwr.",-24.843752,16.974798
"1334","Senegalia mellifera subsp. detinens (Burch.) Kyal. & Boatwr.",-24.843645,16.975533
"1335","Senegalia burkei (Benth.) Kyal. & Boatwr.",-24.118125,32.279413
"1336","Senegalia polyphylla Britton & Rose ex Britton & Killip",-15.4375,-44.3125
"1337","Senegalia Raf.",-8.494444,-37.173333
"1340","Senegalia catechu (L.f.) P.J.H.Hurter & Mabb.",18.349409,74.36937
"1341","Senegalia burkei (Benth.) Kyal. & Boatwr.",-24.677887,25.879576
"1342","Senegalia catechu (L.f.) P.J.H.Hurter & Mabb.",18.34941,74.369371
"1343","Senegalia mellifera subsp. detinens (Burch.) Kyal. & Boatwr.",-24.843952,16.975498
"1344","Senegalia greggii Britton & Rose",31.822775,-106.562711
"1345","Senegalia greggii Britton & Rose",33.997957,-116.05959
"1346","Senegalia greggii Britton & Rose",34.030416,-116.146776
"1347","Senegalia greggii Britton & Rose",28.258477,-105.490013
"1348","Senegalia greggii Britton & Rose",33.081111,-116.524444
"1349","Senegalia greggii Britton & Rose",32.913507,-116.254927
"1350","Senegalia mellifera subsp. detinens (Burch.) Kyal. & Boatwr.",-24.672985,25.872421
"1351","Senegalia caffra (Thunb.) P.J.H.Hurter & Mabb.",-33.323308,26.687417
"1352","Senegalia greggii Britton & Rose",34.026878,-116.143845
"1353","Senegalia mellifera (Vahl) Seigler & Ebinger",-28.534962,24.270454
"1354","Senegalia nigrescens (Oliv.) P.J.H.Hurter",-27.607222,32.086666
"1355","Senegalia mellifera (Vahl) Seigler & Ebinger",-22.587647,17.122428
"1356","Senegalia greggii Britton & Rose",29.620831,-98.630765
"1357","Senegalia greggii Britton & Rose",33.893661,-116.68248
"1358","Senegalia berlandieri Britton & Rose",29.310719,-98.500017
"1359","Senegalia greggii Britton & Rose",33.586035,-116.426113
"1360","Senegalia greggii Britton & Rose",34.120908,-116.187027
"1362","Senegalia greggii Britton & Rose",34.113973,-116.434565
"1363","Senegalia greggii Britton & Rose",33.223085,-116.459234
"1364","Senegalia greggii Britton & Rose",28.67906,-98.964004
"1365","Senegalia greggii Britton & Rose",27.57449,-99.431829
"1366","Senegalia greggii Britton & Rose",29.311144,-98.499866
"1367","Senegalia greggii Britton & Rose",31.252717,-116.097397
"1368","Senegalia greggii Britton & Rose",34.855144,-114.891062
"1369","Senegalia greggii Britton & Rose",34.026249,-116.180032
"1370","Senegalia greggii Britton & Rose",33.559557,-112.006555
